postId,skills,Job Title,rowType
6843,"Technical product configuration, design, integration PHP, MySQL, HTML, C, c++, JavaScript, jquery, sql, development, design, tools, j2ee, unix, css, software, microsoft, application, database, apache, cloud, spring, middleware, web, aws, messaging",Software Developer,Train
6844," SDLC, Consulting, Enterprise applications, Functional testing, Data migration, Logistics, Business operations, Business strategy, SOW, Continuous improvement",Program Manager,Train
6845," IT Skills, Communication Skills, Presentable",Mathematics Teacher,Train
6846," Direct sales, Customer service, Post sales, Acquisition, Relationship Manager Sales, After sales service, Business loan, Finance, Interviewing, UPS",Sales/Business Development Manager,Train
6847," data center, mcse, ccna, oem, pmp trained, UNIX, Linux, Servers, Network, Storage, Backup",Project Manager-IT/Software,Train
6848," Devops, AWS",Testing Engineer,Train
6849," Computer science, Performance tuning, Linux, Solaris, Coding, Application development, Troubleshooting, Data warehousing, Unix shell scripting, RMAN",DBA,Train
6851," Credit Officers, Risk Management, Administration, Report Generation, Policies, Analysts, analytical skills",Client Servicing/Key Account Manager,Train
6853,"Group, process, B2B, Outbound process, Bonus, Time, Open",Associate/Senior Associate -(NonTechnical),Train
6854," Time management, MS Outlook, Scheduling, Budgeting, Visio, Event planning, Customer experience, space planning, Logistics, Group management",Associate/Senior Associate -(Technical),Train
6855," demand generation, requirement gathering, business transformation, competitive analysis, gap analysis, project implementation, content management, rpa, process automation",Team Lead/Technical Lead,Train
6858," HR Generalist Activities, Recruitment, Joining Formalities, Selection, Interviewing, Interview Scheduling",HR Executive,Train
6859," jQuery, Programming, Javascript, Entity framework, ASP.Net, .Net, MVC",Software Developer,Train
6860," hiring, it services, permanent staffing",Recruitment Executive,Train
6862," Unix, Computer science, Software design, Linux, MySQL, DNS, Data structures, Perl, HTTP, Python",Software Developer,Train
6863,"MIS reporting,Good in Excel,mis,People Soft,Invoicing",Management Information Systems(MIS)-Manager,Train
6864,"Training,Quality Audit,Loss Prevention,Knowledge Management,Customer Service Management","Roles and responsibilities  Effectively handling processes and compliance of the customer service department. Identifying areas of the possible discrepancies in the claims using intimation data. Close co-ordination with the surveyor to convey the discrepancies. Specification of loss prevention recommendations Active support of internal and external training and knowledge management initiatives Developing and implementing claims technical policies and procedures such as quality audit, cost minimization techniques. Working collaboratively with other business units to achieve division and business unit goals Salary: INR 3,00,000 - 4,75,000 PA. Industry: Insurance Functional Area: Other",Train
6865," Retail, Sales, Business Development",Sales Executive/Officer,Train
6866," Business Intelligence, Six Sigma, Production, Maintainence, Manufacturing, Manager, Supply Chain, Logistics",Workman/Foreman/Technician,Train
6867," Target Achievement, Team Coaching, Product Sales, Partner Management, Technical Support, Third Party Products, Product Marketing, Sales Management, Market Intelligence, Health Insurance",Unit Manager,Train
6868," creative communication, Housing loan, Social media, Messaging, Campaigns, Management, Branding, Digital marketing, Search engine optimization, CPL",Marketing Manager,Train
6869," c#, project development, web technologies, .net, project execution, agile, angularjs, sql",Software Developer,Train
6870,"corporate training,Corporate Trainer,Hiring,Trainer,Training Management",Trainer,Train
6871," UI, Ajax, JSP, JSF, ExtJS, Layout, Facebook, Prototyping, Email, Word",Software Developer,Train
6872," Python, Postgres, MongoDB",Software Developer,Train
6873, OSI PI,Software Developer,Train
6874," sales, Sales Process, Verbal Communication, Communication Skills, Monthly Reports",Fresher,Train
6875,"SQL Development,AutoSys,Application Support,VB SCRIPT,Health Insurance,SQL Server,Technical Support,Financial Markets,Client Support,Business Applications",Software Developer,Train
6876," Troubleshooting, SQL, Python, rest, development, solid, technical, software, Business research, Debugging, android, mobile, JSON, research, Web technologies, web, design, developer, Selenium, Android SDK, sdk, web crawling, programming",Software Developer,Train
6878," SSIS, SSRS, SSAS, MSBI, SQL, Stored Procedures",Software Developer,Train
6879," critical care, Consultant, medicine, ICU, hospital, resident",Physiotherapist,Train
6880," automation framework, System testing, Manual testing, Test scripts, Testing tools, Product design, Life sciences, Selenium, JIRA, Python",Software Developer,Train
6881," Online Promotion, Part Time, HR, Bulk Hiring, Recruitment, Online Marketing, Advertising, Mba, MCA, b.tech, Bba, MCOM",Recruitment Executive,Train
6882," Customer Support, Customer Service, Sales Coordination, After Sales Service",Associate/Senior Associate -(NonTechnical),Train
6884," Abaqus, Thermal engineering, Project management, Analytical, Ansys, thermal, Siemens, Engineering Design, Structural analysis, FE analysis",R&D Executive,Train
6885," casa, savings account, Insurance Sales, cross selling, acquisition manager, relationship manager, dmat, mutual funds sales, lead generation, current account, senior sales officer, branch banking",Sales/Business Development Manager,Train
6886," C, Multithreading, SWIFT, Objective C, iOS, Performance Tuning",Software Developer,Train
6887," IT services, PPC, Technical analysis, SMO, Social media, Content writing, Link building, Management, SEO Executive, international clients",Webmaster,Train
6889," Area Sales Manager, asm, area manager, territory manager, Area Sales Officer, Business Development, Business Development Manager, Business Development Executive, Negotiation, Interpersonal Communication, Excel, Email, Cold Calling",Area Sales Manager,Train
6890, Accounting,Accounts Executive/Accountant,Train
6891," Financial reporting, IFRS, Auditing, Automation, Billing, Financial operations, Management, Stakeholder management, Management reporting, Quest",Accounts Manager,Train
6892," SAP, Javascript",Software Developer,Train
6893," Java, Hibernate, CSS, HTML, Spring, Microservices, Web Services, SQL",Software Developer,Train
6894,"Motion Graphics Artist, Motion Graphic Designer, Motion Graphics, Cinema 4D, 3D Max",Graphic Designer,Train
6895," Javascript, Change management, Computer science, Loans, OLTP, data security, NoSQL, cassandra, Spring framework, Software development life cycle",Outside Technical Consultant,Train
6896," XCode, Objective C, IOS, SQLite, Swift, Parsing, JSON, XML, Web Services, Web Technologies, Ios Development, iPhone Development, iPhone Developer",Software Developer,Train
6897," Sales, Retail Sales, Store Sales, Merchandising, Store Supervisor",Retail Store Manager,Train
6898, IT Management,Database Architect/Designer,Train
6899," Help Desk, Customer Service, customer relationship, access controls, Asset Management, Vendor Management",Purchase Executive,Train
6900," Executive Search, recruitment consulting, Human Resource Management, HR Manager, retail, HR Recruiter, Talent Acquisition",Recruitment Manager,Train
6901," Software testing, Analyst, Manual testing, Project management, Test management, Test cases, Defect management, Supervision, Monitoring",Testing Engineer,Train
6902," design, c++, website, C, HTML, mca, coding, MySQL, JavaScript, oops, mvc",Software Developer,Train
6903," Android SDK, NDK, JNI, Android, UI design",Team Lead/Technical Lead,Train
6904," Fire Alarm System, Lead Generation, Sales, Access Control, Security, CCTV",Sales/Business Development Manager,Train
6905,"GL,Ap,Fixed Assets,General Ledger,SAP",Treasury Manager,Train
6906," Anesthesia, Medical Coder, Medical Coding",Documentation/Medical Writing,Train
6907," powershell, powershell scripting",IT/Technical Content Developer,Train
6908," Cash flow, Private equity, Administration, Analytical, Networking, pricing analysis, Equity Funds, Valuation analysis, Portfolio valuation, Software packages",Financial Analyst,Train
6909," editorial, content development, content writing, seo writing, Copy Writing, articles, copy editing, feature writing, proof reading, writing skills",Copywriter,Train
6910," Cylinders, Hydraulics, Quality Inspection, Quality Control, Quality Assurance, Quality Engineering, Quantity Surveyor, Quality Inspector, Mechanical Engineering, ITI, Dme, Mechanical Engineer",Quality Assurance/Quality Control Executive,Train
6911," CSS, Software Development, Service Operations Management, Servicenow, Web Technologies, Javascript, HTML, ITIL, Agile Development, Web Services",Software Developer,Train
6912," Economics, CVS, Copy writing, Academic Research, Online marketing, Marketing operations, HRD, Research, Econometrics, Rural marketing",Lecturer/Professor,Train
